Word,Count
सछेम,1
जप्रपाले,1
प्रतापपुर,2
सोंच्ने,1
छहारीको,1
युगान्डाले,4
अन्तर्राष्ट्रियमा,2
विकेट,4
रनमात्र,2
हगिसकेर,2
देख्नुको,1
हग्नु,1
दौलोमै,1
रजाई,2
टाेल,2
टाेलमा,3
`तपाईं,1
दिनुहुन्छ´भन्दै,1
साेध्दै,1
विपरत,1
बाघसँग,1
तर्सिन्थ्याे,1
नहा,1
हर्कद,1
कानूनमा,3
हाम्रोओखलढुंगा,1
१५३३,2
पाट्रीलाई,1
७१८,1
छोडदैंफोटो,1
दोगले,1
बड्का,1
चिप,1
कोलेटी,1
अहोभाग्य,1
मानियो,1
नहो,2
शितागंगा,1
सिंजापतिको,1
मतदियाे,1
चाेरेकाे,1
चाेरी,1
फ्यास,1
पच्याे,1
डकैतिका,1
वारेका,1
हल्लाभई,1
चाेरीपक्डिन,1
समसारमै,1
ढाकछाेप,1
ढनकावाधनका,1
पुजारी,7
वाेल्नू,1
वन्दुले,1
वाध्यता,5
वाेलेकाे,1
हुनपर्द,1
नैतीकताको,1
पढाउदै,2
बोर्डका,2
बनाउनी,2
कङ्रेसी,3
बेफाइदा,2
टी–ट्वेण्टीमा,2
नाराः,1
“सर्वहारा,1
गाउंबाट,1
डांका,1
कम्युनिष्टहरूले,1
बनाएत्यो,1
डांकाले,1
कार्यकालभरि“समृद्ध,1
नेपाली”,2
गायो,1
जमिनी,2
पाजीहरू,1
आउं,5
शिरोमणि,6
मावीको,1
ढाकावाङ,1
धारापानीमा,1
पिपलनेटामा,1
पाेखराथाेकमा,1
बाढन,2
बग्न,1
630,1
गरो३०,1
संयमको,1
जोसको,1
कलहको,2
खाईया,1
१४७९,1
१४१०,2
१२२७,1
धानखेती,1
बिकासप्रेमी,1
करिष्मा,2
पर्नेलाइ,1
सुकाउदा,1
नछोड्,1
लाग्नुहुँदैन,1
लिएछ्न्,1
शुखद,1
जाग्दै,2
हरेश,1
खानुभाछकाठमाडौं,1
बस्नुहुन्छ,1
मरिहालौं,1
माङ्रेस्,1
सभापतिकाे,1
छविलाललाई,2
आजीवन,5
खोपडीमा,1
हल्लुड,2
कुद्नेहरुको,1
खोज्नेलाई,3
होमबहादुर,2
राधादेवी,1
बाँदरहरुको,1
जीवन्त,3
जिताअैां,1
श्रृंखलाकाे,1
गठवन्धनसँग,1
लड्नुथियोअर्कातिर,1
देखियोउम्मेद्वार,1
तयपछि,1
भित्रैबाट,2
असहयोगअपेक्षित,1
नआएकै,3
होइनएक्लाएक्लै,1
गरौंसंघीय,1
जनकपुरधाम९,1
नारायणको,3
वर्षीय_व्यञ्जनकारले,8
साम्सद्,1
नुवाकोटे,2
अण्डा,2
हुन्॥,1
speech,3
सर्जक,2
ड्यागंका,1
टुटिफुटी,1
बसिरलाई,1
समेट्दै,1
प्लेइङ,1
ल्याउनत,1
यर्ने,1
दिख,1
बिभेदकारी,3
पाठ्यक्रमबाट,2
हटाईयो,1
हानि,3
गराईदि,1
जोगिएला,2
नजोगिएला,1
पुनमौ,1
कोलाहल,2
प्रक्रियमा,1
अल्झे,1
दिकदार,1
गर्नेहरुलाई,4
पाक्दैछ,1
अघिलो,1
कुन​,1
संसदमात्रै,1
क्यिरिङ्ग,5
भ्रस्ट्राचार,1
कमिशनको,2
कार्यसमितिका,2
सह–महामन्त्री,1
जयनारायण,2
Ashik,1
अर्धांगिनी,1
माउवादीलाई,3
दरिन्दे,1
लुरूक्क,1
‘रामचन्द्र,1
बोलाउनु,6
बटमलाइन,1
छोड्दैनौं,1
दाहालजीको,1
जगन्नाथपौडेल,1
रोहितले,1
रोहितलाई,1
सँचार,1
आब्शय्क,1
दासी,1
शङ्खरापुर,3
वेदनारायण,1
दङ्गाल,2
सहदेव,2
बाडिंन्छ,1
अफ्ठेरोमा,1
कमिटीबाट,2
विष्टद्वारा,2
Lyrics,1
मुग्ध,1
सुपरहिट,1
१लाख,2
हुद,2
लुकामारी,2
टस,2
पाँचभित्रै,1
Samachar,1
मतमणना,3
पोलेको,3
बोल्नेले,1
प्रतिवन्धित,2
लगाएछ,2
भारतभित्र,2
उद्दरण,2
एउणो,1
कागजाँ,1
सईन,1
छोड्योबस,1
टक्सेरा,1
डुथी,1
जुङमाया,1
काट्दैछ,1
राँडाे,1
रुवाई,3
सेतोपाटीको,4
सर्भेले,2
आउँछिन,2
भेट्दिनन,1
रुखले,13
जिल्याइदियो,1
कल्चरै,1
पत्याएको,4
मारिहत्ते,1
गरीराका,1
रेगिस्तान,1
झगडासगडामा,1
बंङ्गालीहरु,2
इङ्गित,1
बुझेथिन,1
साथिले,6
इन्डेनहरु,1
भन्दारान्,1
सम्पन्नकार्यक्रममा,1
टेलिश्रृंखलाका,1
नितीश,1
भारद्धाज,1
सर्वोच्चअदालतका,1
शुभम्,1
मंगलम्,1
बोकोलाई,1
बनाएयसको,1
मुतुनो,2
भ्रष्टचारको,3
अख्तियारमा,2
थाति,1
छप्रचारको,1
दिन्छयसबाट,1
जिताऊनु,1
रक्सीमै,1
डुब्ने,6
आधाभन्दा,8
रक्सीकै,1
१५०४,1
पृय,1
नेतागणहरू,1
नशेणी,1
अनुहारनै,1
छायाँङ्कन,1
नागरिकसङ्ग,1
लिङ्गनै,1
बदलिने,1
कबर्गबाट,1
गमा,1
खिसक्ने,1
अपुरणीय,1
देखिँदैछ,3
सेयरिङग्,1
तहमानै,1
अशल,1
गठबन्धनकातर्फबाट,3
ओर्लिइसकेका,1
बस्दैनन्,1
गगनहरुले,1
काङ्ग्रेकार्यकर्ता,1
शुभेच्छुकले,1
हालिन्नकसैको,1
राखिदि,1
तपाईंकाे,2
बाँडफाँडबारे,1
सङ्ख्यात्मक,1
शुक्रवारसम्ममा,1
लिम्पियाधुरालिपुलेकतिर,1
आतुरी,1
१९४,2
डुलेर,3
आएः,1
इलाकामा,6
पीपलबोटको,1
बाटोका,2
मक्किएका,1
मिल्काइहाल्नु,1
चलाईसक्यो,1
परिचयपत्र_वितरण,1
पच्छाउदै,1
सकौं,1
क्षमायाचना,5
गरौैं,1
इमोसनल,3
कटप्पाहरूले,1
ठाउँहरू,1
घुम्दा,3
काङ्ग्रेसपछि,1
चुपचापसग,1
पर्खदैन,2
बुद्धभुमी,1
chaurima,1
mata,1
हुँडारको,1
व्वाँसो,2
हामीलाईनै,1
चुर्लुम,1
डुबेपछि,1
भागेको,2
कौरेट,1
अग्नीप्रसाद,2
होईनन्महाचोर,1
अबुझ,6
महाचोरका,1
साहायकम,1
नकली,1
छन्नत,1
पिडाका,1
पिँड,1
लालसामा,2
धोएका,1
जुद्न,2
नआउँनु,1
कोहीम,1
सिंग,1
पूर्वसहमहामन्त्री,1
कार्यक्षमता,5
ईंधन,1
सौकत,1
सेवाग्राही,2
सुविधामा,2
जर्जर,3
ससुरा–बुहारी,1
श्रीमान–श्रीमतीको,1
History,2
rebottle,1
तिमर्कै,1
गोरे,1
“कलाकार,1
big,1
deal,1
Dont,2
forget,3
comedian,1
HamroPatro,2
ज्ञानेन्द्रबहादुर,3
छेकियो,3
पिट,1
पिटाएर,1
हुँथ्यो,2
बेबक़ूफ,1
सोध्यो–,1
आकाङ्क्षि,1
लाग्दैनहामी,1
फाल्छौँ,1
खातिकै,1
जगन्नाथजि,1
जिवितै,2
परौ,1
प्रबिशा,1
प्रवि,1
वंडा,1
तेजबहादुरका,1
निघार्त,1
केहिमा,1
प्रचारात्मक,1
श्रृंखला,4
बन्जामा,1
प्रोजेक्सन,2
एरपोर्ट,2
कतिवोटा,1
उम्मेद्वारनै,1
उपत्यकाले,1
मधेसीलाई,2
लागेभने,1
जिम्बेवार,2
अनिबार्य,1
स्वआर्जन,1
हुनुपर्दछ,9
बिकाशको,2
उर्जासिल,1
लगनसिलता,1
शुनिश्चित,2
जप्नु,1
काठ्माण्डौं,1
सुकाएर,4
दियोको,1
¿¿,1
बेल,3
विष्मात,1
थाउ,1
भाकै,2
दूतावास,5
दोहा,2
कन्सुलर,1
ग्यालरी,1
ब्रेरी,1
uनेपाल,1
टेस्टमा,1
बटालमा,1
थालेभारत,1
नेपालबीचको,1
पर्थियो,1
अपराजेय,1
निवासि,1
कांग्रेसीजन,3
सिद्धांतमा,1
तिलान्जली,2
गतिल,1
तिब्बततिरबाट,1
गमबुट,1
छिर्दाछिर्दै,1
ब्राह्मण–क्षेत्रीले,1
आदिवासीको,1
देवप्रकाश,1
उहिलेको,3
कचरीबाट,1
नचेत्ने,2
देउवामा,3
जवाफकांग्रेसले,1
गाैरवशाली,1
भईने,4
पाेका,1
विभेदकाे,1
जनउत्तरदायी,1
निर्माणकाे,2
जनताजागौ,1
मेरोपाँचप्रश्नउमेदवारलाई,1
1मैले,1
2भोट,1
चाहिँदा,1
3हामीले,1
4भष्ट्राचार,1
बझाङकाे,1
हैण,1
वाहियात२५,1
धार्के,1
सितापाइला,1
सम्झन्छु,4
सम्झिना,1
झुंडमा,1
नगरिदिनुस,2
बिन्ति,2
पाउनेमा,1
बुँदेवाला,1
बुँदेवालाहरूलाई,1
पूर्वमाओवादीले,1
भन्छन्रेनुलाई,1
प्रचन्डज्यु,1
सजिलोसात,1
गाह्रोएक,1
माअोवादीलाइ,1
आइपिएल,1
आरसिसी,1
सिएसके,1
अन्फलो,3
गुलरियामा,3
नेतृहरुमा,1
दिमागको,1
पर्दैननेपालनै,1
रहनदिनु,1
पूर्वाधारहरुमा,1
२०४६,10
उस्ता,4
रोजिन्छ,1
सोंचेर,1
नारायणगढको,1
क्याम्पा,1
भब्यरुपमा,1
सम्पन्नभयो,1
अपूर्व,2
देखापर,1
बाँस्कोटासँग,2
2051,1
सालतिर,3
2122,1
भेटियाे,3
कारबाहीबाट,1
जाेगिएका,1
मनाेनित,1
नपत्याइका,1
‘धार्मिक,2
कूटनीति’,2
वर्षयता,2
बिथोलिएको,2
द्विदेशीय,3
कूटनीतिलाई,2
ल्याएनन्,1
टेरेन,1
विसन,1
यतिबेलै,2
स्वक्षसफासुरक्षित,3
आदर्णिय,5
देउवाज्युका,2
सहाेदर,2
निधनले,2
बैकुण्ठवासि,1
प्रेमबहादुरजि,1
अर्पणतथा,1
शाेकाकुल,1
ब्यक्त_गर्द,7
पोस्टका,1
नजान्दा,1
म्यादि,2
श्रृखंलामा,1
प्लेअर,1
सर्भरमा,2
‘तास,1
खन्दानी,1
पू्र्खा,1
नलाउने,1
भयनत्यो,1
हिन्छ,1
ठासनेहरु,1
भैहान्,1
हुनपनि,1
स्पस्टीकरण,1
टेम्पोररी,1
परमानेन्ट,1
बन्छौं,1
सक्रियतापूर्वक,2
‘रूख’,1
कमाउनिष्टले,3
डरमर्दो,2
जुल,2
भन्छनयसको,1
चेे,1
समयसमयमा,1
ऊन्नत,1
ऊपलब्ध,1
गराऊन,1
अर्थमंत्री,2
झाक्रि,2
झिक्दै’,1
उर्जामन्त्री,1
palungtar,1
४४६२,2
४१८०,2
२३५९,2
२६२३,3
लाखलाई,1
राेजगारि,2
३७००मत,1
माओवादि९६७,1
६५७०,3
स्यालकाे,1
पुर्वआतंककारिकि,1
कान्छि,3
खल्तिमा,4
देखीस,1
बड्डोले,1
एकसाँझ,1
झट्काझोलको,1
पिपल्स,2
विरेन्द्रसँग,1
तानिरहेको,1
तान,2
दिइबक्स्यो,1
देउबाओलीनेपाल,1
महाविद्वान,1
विहीन,6
जनताप्रति,3
भूमिकानै,1
झूठ,1
परेकाेछ,1
झूठमा,1
रमाउंछाै,1
मुटुमाथी,1
ढुंगाराखी,1
हांस्नु,1
षटकोणको,1
सिङगल,1
सुद्दिकरण,2
निर्मलिकरणको,2
१९६८४,2
पत्नीका,1
सुनाङ्गछ,1
लुङ्गा,1
यसोरी,1
नझुक्याउन,1
दगुरेपनी,1
त्यँही,1
किनपो,1
शुक्रबारेमा,1
घरनजिक,2
बाँस्कोटाले,9
झुक्याएकाे,2
लिमिको,1
डुङडुप,1
पुटी,1
टुङडुप,1
इन्टरनेशल,1
कन्फ्रेन्स,1
छक्रिकेट,1
पुर्याईद,1
पनित,1
करुवासरुवाहरुवापार्टीलाई,1
भाऊजु,4
पिक,1
अटेन्सन,3
सागाचोकगढी,3
रामचन्दर,1
कोइरीले,2
सुर्जमन,1
जितन्छ,1
अहकार,1
जनतालेजनतालाई,1
नसुधारे,1
भासिनेछन,1
हस्पिटलको,1
हुनजय,1
मसानघाटको,1
किन्नेमा,1
दलबाहेक,2
फलोवर,3
सग्लो,1
रहन्थ्यो,3
पालिकाहरूको,2
कमाण्डिङ्,1
जेनरल,1
उकज,1
पकज,1
परकम्प,1
नजाउन्,1
नफाल्नाले,1
माहा,4
लेखाउँदा,1
उपलव्ध,4
गराइन्न,1
विस्वासमा,1
थिमिका,1
महराजगंज,1
रहेकि,1
श्रद्धान्जलि,1
धैर्यधारणको,1
restinpeace,1
कृपयाभोट,1
बर्षे_बिकास,2
देउसिभैलो,3
खसेजस्तो,1
साक्षात्कार,1
माबुहाङ,2
कांग्रेस–१२०,1
एमाले–६३,1
जमनुा,1
कांग्रेस–९३,1
छबिमाया,1
एमाले–८४,1
१४२४,2
१२०२,1
Bhadrapur,1
भद्रपुरका,2
जनसेवामा,2
ऊर्जाशील,1
भद्रपुरवासीले,1
चिन्नुभएको,1
सभाकाे,5
ख्यास्ने,2
पिछवाडामा,2
मिर्ची,2
भन्नेमात्र,1
आफन्तन,1
ब्यग्र,1
प्रतिक्ष्यामा,1
चान्छुबालेन,1
होबिदेशमा,1
बगाउनेहरुको,1
होथोत्त्रा,1
चेतावानी,1
होमुरीका,1
मुरी,1
संघीयतामा,2
तीमध्येकी,1
प्रेमपत्र,3
फसाउनको,3
पुर्बी,5
चाैकि,1
काेट,1
डाेटीकाे,1
छकार्यकाल,1
रहाेसजनअपेक्षा,1
अनुसारका,2
गतिविधिहरु,2
बढुन,1
खोज्नाको,1
रोज्नाको,1
ईट,2
मनोविज्ञानः,1
एक’,1
लोकार्पण,1
प्रतिउत्पादक,1
भैसकेकाछन्,1
रहेकाछौँ,1
राजापक्षेको,1
शिक्षाले,2
प्रभावितः,1
पालिकाहरुको,1
गंभीर,2
गयोनेताका,1
अवान्छनिय,2
छाडेछन्,2
स्तरकोकाम,1
बडबोले,1
एसबीआई,5
एक्सप्रेसबीच,3
Point,1
Pvt,1
Ltd,1
बाँकीमा,4
विघटित,1
जिन्दामुर्दा,1
माकेमाकुने,1
विसर्जनवादीहरुका,1
६५२४,5
६३२६,3
३१८१,3
७९३९,3
५१७९,2
Padam,1
Pandey,1
लिम्पिया,2
धुरा,2
गाउँहरु,2
नाभिकालापानीगुञ्जी,1
नावी,2
पठा‌ऊ,2
भन्नेअरुले,2
हिन्नुहुँदो,1
mccमा,1
फस्टाउंदै,1
बहुदलियता,1
विद्रुप,3
खुलेसी,1
ल्वाप्प,1
प्रमुखहरु,1
आफूअनुकूलका,1
राप्रपालगायत,1
दाबेदारका,2
नवल,2
पुरका,1
कोभिडका,1
धर्काएर,1
अंकलले,2
टप्सेको,1
भनिरह्दाअरु,1
होईस,1
अमेरिकावाला,1
प्रेमकुमार,2
रुक,1
थमम्याई,1
पासिनको,3
आरामसँग,1
चल्छनभाडा,1
हुन्छनेता,1
एसी,4
पर्दैनहामी,1
दासहरु,7
जान्छौं,2
हाल्छौंहाम्रो,1
खासल्ने,1
निर्बाचन२०७९,2
नतिजाहाल,2
उपमेउपाध्यक्ष,2
२७१,8
o,6
साइकल०,2
कुटिको,1
कानले,2
भोग्नै,2
सञ्चालकबाट,1
जितपुरका,1
राजेंद्र,1
202224,1
Jaipur,1
rajasthanwithfirstindia,1
प्रवर्दन,2
वसन्तराज,1
३९८९,1
जोगराज,2
५०९८,1
दण्डिराम,1
–४५४६,1
–२८८५,1
मिलेनरवीसकमार,1
Dv,1
विजेताहरूका,1
saveDV2022,1
savehighcases,1
केसहरू,1
आप्रवासीहरू,1
उत्तरतिरबाट,1
स्थापितलार्इे,1
बनाइसके,4
हाइपोथेटिकल,1
भावभंगी,1
पाटीकाहनुमान,1
गधाहरूलाई,2
बालिएको,1
थवाङ्ग,1
नरैनापूर,1
हानियो,3
डाईभरसिटि,1
ईन्,1
केतेरो,1
चालौ,1
त्यागौ,1
नाराहो,1
नआउंदै,1
प्रहिलो,1
४२३५,1
३२२४,1
तुल्सी,2
३३६६,1
६५९३,1
५५२४,1
इर्ष्या,1
जागोस्,2
स्नेहको,1
सदैब,2
बुद्धम,2
गच्छम,2
२५६६औ‌,2
धर्मावलम्बीहरूमा,2
BuddhawasborninNepal,2
नेकपाएसलाई,1
भनेन,4
मंसिर,4
गदगद,3
जोल्ले,2
रेपोन्स,1
विहानीको,1
घमाइलोमा,1
विद्यापीठ,1
चरम्,1
सोधौ,5
छिर्दा,3
प्रिती,1
नछुटाइ,1
बैंकलाई,1
बचतकर्ताले,1
झिक्न,2
मैथिली,2
भाषासंस्कृति,1
शृंगार,1
मन्छ,1
हस्तक्षेपमा,1
कडेंल,1
आकाक्षीहरूले,1
राजिमाना,1
दुखित,1
तुल्यायोकाङ्ग्रेस,1
ट्वीटेगणहरू,1
राष्ट्रियताप्रजातन्त्रहिन्दुराष्ट्रआर्थिक,1
उदारवाद,1
सम्बद्धनवादको,1
धरातलमा,4
मायासद्भाव,1
मुकुन्दश्याम,2
यतीका,1
पचेको,2
चोरीदिएको,1
पानीपुरी,3
प्रत्येक्ष,4
चिचिला,3
गाउापालिका,1
सफलतापूर्वक_सम्पन्न,7
मतदातानिर्वाचन,2
आयोगसुरक्षा,2
गरिबकाे,4
छानो,3
छैनभेल,1
बगेका,1
पुछिएकाे,1
बदलियाे,1
बदलिएकै,1
छैनअब,2
बेलाहाे,1
सर्वसम्मति,1
भेएपछि,1
skin,1
tone,2
गोरा,2
जीतिहाल्छ,1
नागरिकहरू,4
पटमूर्खहरू,1
पाएपाछी,1
गनाई,6
राष्ट्रभक्ति,2
निर्माताहरू,1
देखाईएका,1
इन्भेष्टमेण्ट,2
“एनआईबिएल,1
फण्ड”,1
मालीकको,1
अगया,1
हातपनी,1
मिलदैईनहोला,1
बाहिरिएका,1
बेचिरहन्छन्,2
अक्षरमा,4
हाल्स्यो,1
भैंसेपाटी,1
खसाल,3
लोकसेवामाआउनेपश्न,1
समाजवादिको,1
मिलाउनेलाई,1
बनाउनेछ,2
सफासुग्घर,2
पठाईदिनु,4
gtgtgt,1
मेयरपदमा,2
OpportunistSpotted,1
शंकिर्ण,1
जातिवाद,5
आपत्ती,2
VoteForYourLocal,1
KathmanduWillVoteItsOwn,1
उसरी,2
पलेटी,3
नहल्लि,1
JusticeForदेउवा,1
राजधानीले,2
मनमत,1
ल्याकै,1
सिंहदरवार,1
एमात्मक,1
एकाधिरकार,1
गुण्डाडन,1
काइतेलाइ,1
रोईराख्,1
तँहरुको,1
औकातै,1
पत्तासाब,1
उठाउदैनजब,1
तरतर,1
यथास्थिती,2
सक्दिनबरु,1
माचिसहरुले,1
दिनस्,1
फक्यू,1
नगरपालिकमा,1
निभ्न,1
आटेको,1
पाखन्ड,1
हेरै,7
थालेमतपत्र,1
चपाउनेकुट्नेकाट्नेकब्जागर्ने,1
हरुलेनै,1
होसमर्थन,1
होलामतदानगर्न,1
दौघाको,1
उखुमै,1
कङ्ग्रेसलाई,1
गर्नुपर्छ’,6
नेपालीमालेखौँ,1
ठहरिन्च,1
`भौतिक,1
वर्तमान´,1
हुनुसँग,1
`लोकतन्त्रको,1
´,4
संस्कृतिसँग,1
गाँसिएको,1
आत्मसन्तोष,1
लिइरहंदा,1
भविस्यको,1
आत्मचिन्तन,1
गम्भीरता,1
१०३४०,1
१०१६६,1
२६३६,1
हेटाैैंडा,1
४७२९,2
४००६,3
४४४९,3
भेडागन्ने,1
कछुवापर्खिने,1
चिडीयाखाना,1
ईशनाथ,1
वडाँ,1
नं8,1
शेखचाँदअली,1
मतो,1
बनाएजयनेपाल,1
नासोँमा,2
अग्रतागठबन्धनलाई,2
गदै,6
पक्षसँग,2
भएसंगै,2
कमजोरलाई,2
हुलाकी,1
मासुभातको,1
कामापा•,1
नहुनाले,3
सुर्क्षित,1
अवधिमाबस्नु,1
बास्कोता,1
नगर्पालिका,1
३०९९,1
हून्,4
बर्सौं,1
छनयाँ,1
शैलिको,1
छाड्दैननबालेन,1
वेबसाईट,2
पाउदाँ,1
कनकासुन्दरीमा,1
काठमान्डौका,5
अधिकाँस,1
पछौटेपन,1
गर्दिनोस्,1
कटहरीमा–१,1
परिस्कृत,2
रंगमञ्च,1
नाट्य,2
6+कृषिले,1
उपार्जन,2
औधोगिक,1
गर्दथे,2
7+,1
भन्नेकुरा,1
देखाइदिय,1
बल्लेनले,1
हाम्म्ले,1
बटौलिमा,1
रैली,1
डलरको,4
हालसम्मकै,6
मंहगी,1
पन्थीका,2
बुटवल–तम्घास,2
काङ्गेसले,1
हाईसन्चो,1
भाहोला,1
सम्पुर्णलाई,4
काँग्रेसजसपाका,1
उम्मेद्वारहरुसँग,1
मेयरचिरिबाबु,1
अध्यक्षलक्ष्मी,1
उम्मेद्वारहरूलाई,2
Laxmi,1
didi,1
हौरचैं,1
चेश्मा,1
लगाउनुहुने,2
देउवाप्रचण्डमाकुनेपौडेल,2
लामद्ध,2
हुनुपर्छप्रचण्डलाई,2
मोहको,2
जिप्रकाले,1
सच्चायो,1
नखोज्ने,1
चलाउछस्,1
भाग्,2
भोटचाहिँलौरीमा,1
काठमाडौबासीसबैलेहै,1
आठबीसमा,3
निर्देशनानुसारका,1
प्रमज्यूलाई,1
बुढाबुढीले,3
गुमाउँ,1
हालीदैन्,2
ईन्डीयन,4
योग्यनिस्पक्ष,1
हालीन्न,2
बाख्रापालनमा,1
नछाड्ने,3
धनका,3
रुचाइ,1
त्यस्ताहरु,1
विद्रोहीबागी,1
प्रतिनिधिसहित,1
हजारजनाले,1
देखियोस,1
फर्निर,1
मागम,1
एशियाका,1
एनसेलले,2
आकर्षक,8
रिचार्जमा,2
नगरपालिका–१५,1
निम्बुखेडाका,1
मुकुल,1
होटलको,1
कोठाभित्र,1
बेडमै,1
तपाईनै,1
लुट्नै,1
आएझैं,1
बेसिशहर,2
८१३,3
व्यापारीलाई,2
राख्दैनौं,1
निर्वाचमा,2
थारूको,1
मरिमेट्थिन्,1
ईङ्लिसमा,1
महानुभावहरुसँग,1
‘एकीकृत,2
भस्मे,3
पछारीएपछी,1
भनेरभन्दाखेरीमालाई,1
खत्त,1
भित्र्याएर,3
लुटाङ्ग्रेस,2
MCCले,1
मार्फत२५,1
करोडलाई,1
सम्मुन्नत,2
घोक्रो,3
सुकाउनेले,1
आयोजनाको,1
कार्यान्वयनका,3
सतजुल,1
एनईएबीच,1
खिच्नु,2
उहॉले,1
कांग्रेसभित्रका,1
चैतेहरुको,1
दुखेझै,1
तेत्तिका,1
नेपालसहित,1
सांसदलाई,1
भदौको,1
हुदैनतर,1
मधेसीमा,1
आकासको,1
फरकछम,1
मधेसीहरुको,2
हुअहिलेपनी,1
तराइमै,1
बस्छुत्यसैले,1
धेरैकुरा,1
बुझेकोछुउनिहरुको,1
भारतमोह,1
छैनकिनकी,1
धेरैजसोकाआमाहजुरआमा,1
भारतीयहुन्छन,1
पुश्पकमल,1
अटाएनन,1
बिश्वप्रकासहरुले,1
मिलेनजसले,1
धर्मावलम्बी,5
अभिभाबकहरु,1
पदपैसानियुक्ति,1
अनबिज्ञता,1
हालिदिना,1
मजबुर,1
बाकश,1
साट्नू,1
मायालु,4
देउवावरिष्ठ,1
उपसभापतिद्वय,1
गुरुङमहामन्त्रीद्वय,1
गाडीभित्र,3
अजुबा,1
रेशव,1
उपल्लो,2
पाइएपछि,3
नियतवश,1
भूलवश,1
गरिसकिएको,1
होलुटको,1
सदुप्रयोग,1
दाताबाट,1
लिईहाले,1
बिषयक,2
प्रत्येकमा,1
लाइफमा,3
अनुभवि,1
भैसक्नुभयो,1
त्यस्कालागि,1
तिमिजस्तो,1
चरित्रधारण,1
अवधारणा,4
भडकाउने,1
हिजका,1
थिएआयातितलाई,1
काखी,6
च्यापेर,6
खालेलाई,1
करारी,2
चाटा,1
पत्याई,3
पर्नेअपबाद,1
हट्ने,3
बुढिको,5
वर्तमानको,1
पुठ्तिले,1
पनिचप्पले,1
भिकारी,3
१३९३१,1
१२०६४,1
१३५२०,1
बार्गेन,1
माकेमा,1
गाभिने,1
पर्सादले,1
जोतेको,1
हाराहारीको,1
प्रमोसन,3
बुदा,1
उमेद्वारका,1
टाँचा,1
मुचुल्कामा,2
दस्तखत,3
गर्नुपर्छनिर्वाचन,1
असहमतिका,1
ममीको,2
भेट्थेम,1
भेटेछ,1
पबनी,1
आउँदैे,1
ईन्द्रदेवलाई,1
सुन्दरमणि,1
जस्तापायो,1
नदेऊ,2
बाख्रापाल्न,1
चाहिया,5
आइहालो,1
दिइरह,3
जागरिलो,1
वारीपरीका,1
भ्याइसकेछन,2
वोर्ल्ड्,1
गरेसी,4
रेमिटेन्सले,1
न्यायलयले,1
कार्यनयन,2
क्यानडाले,1
कोहिपनि,2
डाअरुजु,1
नगाइ,1
धमक्यानु,1
युएई,1
अार्टिकलमा,1
बुटी,1
हाकिएका,1
खप्तडका,1
खप्तडलाई,1
खच्चड,1
जनबिरोध,1
हुनठुलै,1
न्म्मोबुध्द,1
बुढाको,8
मस्तिष्कलाई,1
महत्वाकांक्षा,3
खानेको,2
महत्वाकांक्षालाई,1
जन्मिन्छन,1
3+सत्ता,1
उदेश्यमा,1
गठजोडले,1
पारिरहेको,2
ताकाका,1
कमीले,2
बहुलट्टीपुर्ण,1
टुन,1
होकर,1
उथलपुथलबाट,2
पञ्चायतकालबाट,2
बुँथ,1
येइ,1
हान्दिन्छ,1
भेट्,3
बिर्सिन्छन,3
बामदेवका,1
साहुलाई,1
शभ्मु,1
श्रेष्ठका,3
पाेखे,1
काठमाण्डौंले,1
विर्सिन,1
१केपी,1
व्रम्हलुट,1
२विद्यासुन्दरको,1
कुम्भकरण,1
३केसव,1
फटाईं,1
हरकत,1
४वैकल्पिक,1
विद्यासुन्दरले,3
५िर्जना,1
सरलता,2
जिम्मेवारीपन,1
ढोग्छन्,1
माग्नलाई,4
बोक्छन्,4
धाउने,3
फुर्काउँछन्,1
थुकि,4
सुकि,2
नदि॥,1
विश्वासिलो,1
जन्मदा,1
रजिस्ट्रार,2
गर्नुन,1
द्रुतस्पष्ट,1
मतगणनाकिफायतीप्रजातान्त्रिक,1
अङ्कगणीतिय,1
पद्धतीअपनाउने,1
१दिन,1
लाग्दैनत्यसअनुसार,1
१२३आदि,1
नम्बरदलको,1
नामउम्मेदवारको,1
कोष्ठमात्र,1
हुनेछबदल्न,1
बुढानिल्कण्ठ,2
सम्भाव,1
ढुङ्गे,2
सेनानीलाई,1
हैबाले,1
च्यापे,1
रेसिस्टको,1
खाँडीको,1
ढक्क,2
टोपीको,1
काठमाडौमॅा,1
दम्भले,5
झलझली,3
बोलीरहेछविवेक,1
हराईरहेछ,1
गडगडाहड,1
घन्कीरहेछविभेद,1
पाउॅ,1
नारालाग्दा,1
भनीन्छ,1
छान्नि,1
10329,1
1140,1
2428,1
4538,1
1938,1
2138,2
1256,1
जनप्रतिनिधिसहित,1
गाउँपालिकाबाट,4
एंव,3
जनप्रतिवद्र्ता,1
कोरेका,1
सिम्थलीको,1
गरिसक्यौं,1
सर्वेसर्वा,3
गठब्रन्धनबाट,1
बाँडेपनि,1
लिएहुन्छ,1
गइने,1
भ्याइन्न,1
जुगलघर,1
याचना,1
समालीहाल्छन,1
खुवाउनु,3
खुवाउदा,1
मेडियाको,1
ह‌ैकम,1
पस्केको,1
श्रोता,2
सुध्रने,8
ओठे,3
ओर्लिने,1
कोहिँ,1
पाउँछौ,1
दाजुभाईंलाई,1
नवलपरासीको_रामग्राम,3
